ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
captain	captain	"A <span id=""word-in-definition"">captain</span> is the person who leads a ship or airplane."	noun		B2	/ˈkæp.tən/	"<img src=""captain.jpg"" />"	The captain sailed his ship to Australia.	• This is your captain speaking. We expect to be landing at Osaka Kansai airport in an hour's time.	[sound:captain.mp3]	[sound:captain_meaning.mp3]	[sound:captain_example.mp3]						English::cefr-B2
doubt	doubt	"<span id=""word-in-definition"">doubt</span> is a feeling of not being sure."	noun		B1	/daʊt/	"<img src=""doubt.jpg"" />"	I have doubt that the story is true.	"• I'm having doubts about his ability to do the job.
<br>• If there's any doubt about the rocket's engines, we ought to cancel the launch.
<br>• The prosecution has to establish his guilt beyond reasonable doubt (US beyond a reasonable) doubt.
<br>• This latest scandal has raised doubts about whether he could win the election.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> I never had any doubt (that) you would win.
<br>• He's the most attractive man in the room, no doubt about that/it."	[sound:doubt.mp3]	[sound:doubt_meaning.mp3]	[sound:doubt_example.mp3]						English::cefr-B1
explore	explore	"To <span id=""word-in-definition"">explore</span> is to look for new places."	verb		B1	/ɪkˈsplɔːr/	"<img src=""explore.jpg"" />"	He wants to explore the world and see new things.	"• to explore space
<br>• The best way to explore the countryside is on foot.
<br>• The children have gone exploring in the woods."	[sound:explore.mp3]	[sound:explore_meaning.mp3]	[sound:explore_example.mp3]						English::cefr-B1
however	however	"<span id=""word-in-definition"">however</span> means despite or not being influenced by something."	adverb		B2	/ˌhaʊˈev.ɚ/	"<img src=""however.jpg"" />"	She is a great cook. however, she never had professional lessons.	"• However hungry I am, I never seem to be able to finish off a whole pizza.
<br>• If Emma likes something she'll buy it however much it costs.
<br>• I'll see you after the show and give you £20 for the tickets, or however much (= whatever) they cost."	[sound:however.mp3]	[sound:however_meaning.mp3]	[sound:however_example.mp3]						English::cefr-B2
lawyer	lawyer	"A <span id=""word-in-definition"">lawyer</span> works with the law and represents people in court."	noun		B1	/ˈlɑː.jɚ/	"<img src=""lawyer.jpg"" />"	The lawyer left the courthouse after the judge made her decision.	• I want to see my lawyer before I say anything.	[sound:lawyer.mp3]	[sound:lawyer_meaning.mp3]	[sound:lawyer_example.mp3]						English::cefr-B1
mention	mention	"To <span id=""word-in-definition"">mention</span> something is to talk about it."	verb		B1	/ˈmen.ʃən/	"<img src=""mention.jpg"" />"	The doctors mentioned the problems that the patient was having.	"• I'll mention your ideas to Jacinta.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> He casually mentioned (that) he was leaving his job.
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> My wife mentioned seeing you the other day.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> Did she happen to mention whether she would be coming?"	[sound:mention.mp3]	[sound:mention_meaning.mp3]	[sound:mention_example.mp3]						English::cefr-B1
policy	policy	"A <span id=""word-in-definition"">policy</span> is a rule."	noun		B2	/ˈpɑː.lə.si/	"<img src=""policy.jpg"" />"	He told us that his policy was to put customers first.	"• They believe that Europe needs a common foreign and security policy.
<br>• What is your party's policy on immigration?"	[sound:policy.mp3]	[sound:policy_meaning.mp3]	[sound:policy_example.mp3]						English::cefr-B2
social	social	"If something is <span id=""word-in-definition"">social</span>, it is about many people in a community."	adjective		B2	/ˈsoʊ.ʃəl/	"<img src=""social.jpg"" />"	People should come together and fix the world's social problems.	"• social classes/groups
<br>• social disorder/trends/change/equality/justice/differences
<br>• Monkeys are highly social animals."	[sound:social.mp3]	[sound:social_meaning.mp3]	[sound:social_example.mp3]						English::cefr-B2
speech	speech	"A <span id=""word-in-definition"">speech</span> is something said to a group of people."	noun		B2	/spiːtʃ/	"<img src=""speech.jpg"" />"	She gave a speech to the class.	"• I had to give/make a speech at my brother's wedding.
<br>• The Governor of New York delivered a rousing speech to the national convention.
<br>• He gave the after-dinner speech (= a talk given after a formal evening meal at which a large number of people are present).
<br>• Did you hear her acceptance speech at the Oscars ceremony?"	[sound:speech.mp3]	[sound:speech_meaning.mp3]	[sound:speech_example.mp3]						English::cefr-B2
toward	toward	"If you go <span id=""word-in-definition"">toward</span> something, you go closer to it."	preposition		B1	/tɔːrd/	"<img src=""toward.jpg"" />"	Santa walked toward my house with a special tree.	"• She stood up and walked toward him.
<br>• He leaned toward his wife and whispered, ""Can we go home soon?""
<br>• She kept glancing toward the phone.
<br>• The country seems to be drifting toward war.
<br>• There is a trend toward healthier eating among all sectors of the population."	[sound:toward.mp3]	[sound:toward_meaning.mp3]	[sound:toward_example.mp3]						English::cefr-B1
achieve	achieve	"To <span id=""word-in-definition"">achieve</span> something is to successfully do it after trying hard."	verb		B1	/əˈtʃiːv/	"<img src=""achieve.jpg"" />"	I was happy that I could achieve my goal	"• The government's training policy, he claimed, was achieving its objectives.
<br>• She finally achieved her ambition to visit South America.
<br>• I've been working all day, but I feel as if I've achieved nothing."	[sound:achieve.mp3]	[sound:achieve_meaning.mp3]	[sound:achieve_example.mp3]						English::cefr-B1
advise	advise	"To <span id=""word-in-definition"">advise</span> someone is to tell them what to do."	verb		B1	/ədˈvaɪz/	"<img src=""advise.jpg"" />"	My mother often advises people about their money.	"• <span class=""c-grammar-use"">[ + to infinitive ]</span> I think I'd advise him to leave the company.
<br>• His doctor advised him against smoking.
<br>• I'd strongly advise against making a sudden decision.
<br>• <span class=""c-grammar-use"">[ + that ]</span> They're advising that children be kept at home.
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> I'd advise waiting until tomorrow.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> She advised us when to come.
<br>• She advises the president (= gives information and suggests types of action) on African policy.
<br>• You would be well advised to (= it would be wise for you to) have the appropriate vaccinations before you go abroad."	[sound:advise.mp3]	[sound:advise_meaning.mp3]	[sound:advise_example.mp3]						English::cefr-B1
basic	basic	"If something is <span id=""word-in-definition"">basic</span>, it is very simple or easy."	adjective		B1	/ˈbeɪ.sɪk/	"<img src=""basic.jpg"" />"	I learned some basic English skills in school today.	"• I really need to get some basic financial advice.
<br>• He only has a basic command of English (= he only knows the most important and simple words and expressions).
<br>• The basic (= most important) problem is that they don't talk to each other enough.
<br>• It's the most basic model (= it only has the most simple features).
<br>• The crisis has led to price rises in basic foodstuffs, such as meat, cheese, and sugar."	[sound:basic.mp3]	[sound:basic_meaning.mp3]	[sound:basic_example.mp3]						English::cefr-B1
consider	consider	"To <span id=""word-in-definition"">consider</span> something means to think about it."	verb		B1	/kənˈsɪd.ɚ/	"<img src=""consider.jpg"" />"	Pete didn't like his job. He considered getting a new one.	"• Don't make any decisions before you've considered the situation.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> Have you considered what you'll do if you don't get the job?
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> We're considering selling the house.
<br>• She's being considered for the job.
<br>• I'd like some time to consider before I make a decision."	[sound:consider.mp3]	[sound:consider_meaning.mp3]	[sound:consider_example.mp3]						English::cefr-B1
destroy	destroy	"To <span id=""word-in-definition"">destroy</span> means to damage something so badly that it cannot be used."	verb		B1	/dɪˈstrɔɪ/	"<img src=""destroy.jpg"">"	The glass was destroyed.	"• Most of the old part of the city was destroyed by bombs during the war.
<br>• The accident seemed to have completely/totally destroyed his confidence."	[sound:destroy.mp3]	[sound:destroy_meaning.mp3]	[sound:destroy_example.mp3]						English::cefr-B1
entertain	entertain	"To <span id=""word-in-definition"">entertain</span> someone is to do something that they enjoy."	verb		B1	/en.t̬ɚˈteɪn/	"<img src=""entertain.jpg"" />"	The clown entertained the kids at the party.	"• We hired a magician to entertain the children.
<br>• Most children's television programmes aim to educate and entertain at the same time."	[sound:entertain.mp3]	[sound:entertain_meaning.mp3]	[sound:entertain_example.mp3]						English::cefr-B1
goal	goal	"A <span id=""word-in-definition"">goal</span> is something you work toward."	noun		B1	/ɡoʊl/	"<img src=""goal.jpg"" />"	Her goal was to become a doctor.	"• Our goal is for the country to be fully independent within two years.
<br>• They have set themselves a series of goals to achieve by the end of the month.
<br>• Do you think I'll be able to achieve my goal of losing five kilos before the summer?"	[sound:goal.mp3]	[sound:goal_meaning.mp3]	[sound:goal_example.mp3]						English::cefr-B1
lie	lie	"To <span id=""word-in-definition"">lie</span> is to say or write something untrue to deceive someone."	verb		B1	/laɪ/	"<img src=""lie.jpg"" />"	Whenever Pinocchio lied to his father, his nose grew.	"• Are you lying to me?
<br>• Don't trust her - she's lying.
<br>• I suspect he lies about his age."	[sound:lie.mp3]	[sound:lie_meaning.mp3]	[sound:lie_example.mp3]						English::cefr-B1
opinion	opinion	"An <span id=""word-in-definition"">opinion</span> is a thought about a person or a thing."	noun		B1	/əˈpɪn.jən/	"<img src=""opinion.jpg"" />"	Meg told me her opinion of my story. She said it was not funny.	"• What's your opinion about/on the matter?
<br>• People tend to have strong opinions on capital punishment.
<br>• He didn't express/give an opinion on the matter.
<br>• Who, in your opinion, (= who do you think) is the best soccer player in the world today?
<br>• He's very much of the opinion that alternative medicine is a waste of time."	[sound:opinion.mp3]	[sound:opinion_meaning.mp3]	[sound:opinion_example.mp3]						English::cefr-B1
reflect	reflect	"To <span id=""word-in-definition"">reflect</span> is when a surface sends back light, heat, sound or an image."	verb		B2	/rɪˈflekt/	"<img src=""reflect.jpg"" />"	Her face was reflected on the smooth glass.	"• He saw himself reflected in the water/mirror/shop window.
<br>• The light reflected off the surface of the water."	[sound:reflect.mp3]	[sound:reflect_meaning.mp3]	[sound:reflect_example.mp3]						English::cefr-B2
regard	regard	"To <span id=""word-in-definition"">regard</span> someone or something is to think of them in a certain way."	verb		B2	/rɪˈɡɑːrd/	"<img src=""regard.jpg"" />"	The boy regarded the girl as a good friend.	"• Environmentalists regard GM technology with suspicion.
<br>• Her parents always regarded her as the smartest of their children.
<br>• He is generally/widely regarded as the father of international law."	[sound:regard.mp3]	[sound:regard_meaning.mp3]	[sound:regard_example.mp3]						English::cefr-B2
worth	worth	"If something is <span id=""word-in-definition"">worth</span> an amount of money, it costs that amount."	adjective		B1	/wɝːθ/	"<img src=""worth.jpg"" />"	Our house is worth a lot of money.	"• Our house is worth £200,000.
<br>• Heroin worth about $5 million was seized."	[sound:worth.mp3]	[sound:worth_meaning.mp3]	[sound:worth_example.mp3]						English::cefr-B1
appear	appear	"To <span id=""word-in-definition"">appear</span> is to seem."	verb		B1	/əˈpɪr/	"<img src=""appear.jpg"" />"	She appeared to be sad. She was crying.	"• He suddenly appeared in the doorway.
<br>• We'd been in the house a month when dark stains started appearing on the wall.
<br>• His name appears in the film credits for lighting."	[sound:appear.mp3]	[sound:appear_meaning.mp3]	[sound:appear_example.mp3]						English::cefr-B1
base	base	"The <span id=""word-in-definition"">base</span> is the bottom of something."	noun		B2	/beɪs/	"<img src=""base.jpg"" />"	The base of the table has three legs.	"• a crystal glass with a heavy base
<br>• At the base of the cliff was a rocky beach.
<br>• This cream provides an excellent base for your make-up (= a good bottom layer on which other layers can be put)."	[sound:base.mp3]	[sound:base_meaning.mp3]	[sound:base_example.mp3]						English::cefr-B2
career	career	"A <span id=""word-in-definition"">career</span> is a job that you do for a large part of your life."	noun		B1	/kəˈrɪr/	"<img src=""career.jpg"" />"	He was in the hospitality business for most of his career.	"• He's hoping for a career in the police force/as a police officer.
<br>• When he retires he will be able to look back over a brilliant career (= a working life that has been very successful).
<br>• It helps if you can move a few rungs up the career ladder before taking time off to have a baby.
<br>• I took this new job because I felt that the career prospects were much better.
<br>• Judith is very career-minded/-oriented (= gives a lot of attention to her job)."	[sound:career.mp3]	[sound:career_meaning.mp3]	[sound:career_example.mp3]						English::cefr-B1
effort	effort	"<span id=""word-in-definition"">effort</span> is hard work or an attempt to do something."	noun		B1	/ˈef.ɚt/	"<img src=""effort.jpg"" />"	He always puts a lot of effort into his studies.	"• <span class=""c-grammar-use"">[ + to infinitive ]</span> If we could all make an effort to keep this office tidier it would help.
<br>• You can't expect to have any friends if you don't make the effort with people.
<br>• In their efforts to reduce crime the government expanded the police force.
<br>• He's jogging around the park every morning in an effort to get fit.
<br>• It takes a long time to prepare the dish but the results are so good that it's worth the effort."	[sound:effort.mp3]	[sound:effort_meaning.mp3]	[sound:effort_example.mp3]						English::cefr-B1
hero	hero	"A <span id=""word-in-definition"">hero</span> is a brave person who does things to help others."	noun		B1	/ˈhɪr.oʊ/	"<img src=""hero.jpg"" />"	To children, the man in the blue and red costume was a real hero.	"• a war hero
<br>• He is a national hero for his part in the revolution.
<br>• He became an accidental hero when he unknowingly thwarted a robbery.
<br>• humorous Graham says he'll take my parents to the airport at four o'clock in the morning - what a hero!"	[sound:hero.mp3]	[sound:hero_meaning.mp3]	[sound:hero_example.mp3]						English::cefr-B1
inform	inform	"To <span id=""word-in-definition"">inform</span> someone is to tell them about something."	verb		B1	/ɪnˈfɔːrm/	"<img src=""inform.jpg"" />"	I called and informed her about my idea.	"• The name of the dead man will not be released until his relatives have been informed.
<br>• Why wasn't I informed about this earlier?
<br>• Walters was not properly informed of the reasons for her arrest.
<br>• <span class=""c-grammar-use"">[ + that ]</span> I informed my boss that I was going to be away next week."	[sound:inform.mp3]	[sound:inform_meaning.mp3]	[sound:inform_example.mp3]						English::cefr-B1
locate	locate	"To <span id=""word-in-definition"">locate</span> something is to find it."	verb		B2	/loʊˈkeɪt/	"<img src=""locate.jpg"" />"	I could not locate my keys in the house.	• Police are still trying to locate the suspect.	[sound:locate.mp3]	[sound:locate_meaning.mp3]	[sound:locate_example.mp3]						English::cefr-B2
operation	operation	"An <span id=""word-in-definition"">operation</span> is when a doctor replaces or removes something in the body."	noun		B1	/ˌɑː.pəˈreɪ.ʃən/	"<img src=""operation.jpg"" />"	The operation on my arm was a success.	"• a major/minor/routine operation
<br>• an abdominal/cataract/transplant operation
<br>• He has to have an operation on his shoulder.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> We will know in a couple of days if the operation to restore her sight was successful."	[sound:operation.mp3]	[sound:operation_meaning.mp3]	[sound:operation_example.mp3]						English::cefr-B1
refuse	refuse	"To <span id=""word-in-definition"">refuse</span> something is to say ""no"" to it."	verb		B1	/rɪˈfjuːz/	"<img src=""refuse.jpg"" />"	The dog refused to play with the cat.	"• He asked me to give him another loan, but I refused.
<br>• He's in trouble but he's refused all (my offers of) help.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> On cold mornings the car always refuses to start.
<br>• <span class=""c-grammar-use"">[ + two objects ]</span> The local council refused him planning permission to build an extra bedroom."	[sound:refuse.mp3]	[sound:refuse_meaning.mp3]	[sound:refuse_example.mp3]						English::cefr-B1
though	though	"<span id=""word-in-definition"">though</span> is used when the second idea makes the first seem surprising."	conjunction		B1	/ðoʊ/	"<img src=""though.jpg"" />"	though he was overweight, he liked to be active.	• She hasn't called, even though she said she would.	[sound:though.mp3]	[sound:though_meaning.mp3]	[sound:though_example.mp3]						English::cefr-B1
actual	actual	"<span id=""word-in-definition"">actual</span> means that something is real or true."	adjective		B2	/ˈæk.tʃu.əl/	"<img src=""actual.jpg"" />"	This is the actual sword that the King owned, not a fake one.	"• We had estimated about 300 visitors, but the actual number was much higher.
<br>• The exams are in July, but the actual results (= the results themselves) don't appear until September."	[sound:actual.mp3]	[sound:actual_meaning.mp3]	[sound:actual_example.mp3]						English::cefr-B2
charge	charge	"A <span id=""word-in-definition"">charge</span> is the price to pay for something."	noun		B1	/tʃɑːrdʒ/	"<img src=""charge.jpg"" />"	The charge for the shirts was $15.00.	"• Is there a charge for children or do they go free?
<br>• There's an admission charge of £5.
<br>• They fixed my watch free of charge."	[sound:charge.mp3]	[sound:charge_meaning.mp3]	[sound:charge_example.mp3]						English::cefr-B1
deliver	deliver	"To <span id=""word-in-definition"">deliver</span> something is to take it from one place to another."	verb		B1	/dɪˈlɪv.ɚ/	"<img src=""deliver.jpg"" />"	The man delivered Chinese food to my house.	"• Mail is delivered to our office twice a day.
<br>• The furniture store is delivering our new bed on Thursday."	[sound:deliver.mp3]	[sound:deliver_meaning.mp3]	[sound:deliver_example.mp3]						English::cefr-B1
manage	manage	"To <span id=""word-in-definition"">manage</span> something means to control or be in charge of it."	verb		B1	/ˈmæn.ədʒ/	"<img src=""manage.jpg"" />"	I had to manage the meeting myself.	"• Has she had any experience of managing large projects?
<br>• He's not very good at managing people.
<br>• His job involved managing large investment funds.
<br>• When you have a job as well as children to look after, you have to learn how to manage your time."	[sound:manage.mp3]	[sound:manage_meaning.mp3]	[sound:manage_example.mp3]						English::cefr-B1
mystery	mystery	"A <span id=""word-in-definition"">mystery</span> is something that is difficult to understand or explain."	noun		B1	/ˈmɪs.tɚ.i/	"<img src=""mystery.jpg"">"	The path on the map was a complete mystery to me.	"• How the massive stones were brought here from hundreds of miles away is/remains a mystery.
<br>• The mystery was solved when the police discovered the murder weapon.
<br>• The book tries to explain some of the mysteries of life.
<br>• The details of the scandal remain cloaked/shrouded/wrapped in mystery.
<br>• It's a complete mystery (to me) that/why (= I do not understand why) she married him at all!"	[sound:mystery.mp3]	[sound:mystery_meaning.mp3]	[sound:mystery_example.mp3]						English::cefr-B1
occur	occur	"To <span id=""word-in-definition"">occur</span> means to happen."	verb		B2	/əˈkɝː/	"<img src=""occur.jpg"" />"	When did the thunderstorm occur?	"• An accident involving over ten vehicles has occurred in the east-bound lane.
<br>• If any of these symptoms occur while you are taking the medication, consult your doctor immediately."	[sound:occur.mp3]	[sound:occur_meaning.mp3]	[sound:occur_example.mp3]						English::cefr-B2
opposite	opposite	"If A is the <span id=""word-in-definition"">opposite</span> of B, A is completely different from B."	noun		B1	/ˈɑː.pə.zɪt/	"<img src=""opposite.jpg"" />"	The opposite of black is white.	"• My father is a very calm person, but my mother is just the opposite.
<br>• She's turned out to be the exact opposite of what everyone expected.
<br>• The opposite of ""fast"" is ""slow"".
<br>• People say opposites attract."	[sound:opposite.mp3]	[sound:opposite_meaning.mp3]	[sound:opposite_example.mp3]						English::cefr-B1
reward	reward	"A <span id=""word-in-definition"">reward</span> is something given in exchange for good behavior or work."	noun		B1	/rɪˈwɔːrd/	"<img src=""reward.jpg"" />"	He was given a reward for his excellent performance.	"• There's a reward for whoever finishes first.
<br>• The rewards of motherhood outweigh the anguish."	[sound:reward.mp3]	[sound:reward_meaning.mp3]	[sound:reward_example.mp3]						English::cefr-B1
set	set	"To <span id=""word-in-definition"">set</span> something is to put it somewhere."	verb		B2	/set/	"<img src=""set.jpg"" />"	Please set the dice down on the table.	"• He set a vase of flowers on the table.
<br>• The campsite is set in the middle of a pine forest.
<br>• Our house is set back from the road."	[sound:set.mp3]	[sound:set_meaning.mp3]	[sound:set_example.mp3]						English::cefr-B2
thief	thief	"A <span id=""word-in-definition"">thief</span> is someone who quietly takes things that do not belong to them."	noun		B1	/θiːf/	"<img src=""thief.jpg"" />"	A thief broke into our home and took my mother's jewelry.	• The art gallery was broken into last night, and the thieves got away with two valuable paintings.	[sound:thief.mp3]	[sound:thief_meaning.mp3]	[sound:thief_example.mp3]						English::cefr-B1
athlete	athlete	"An <span id=""word-in-definition"">athlete</span> is a person who plays sports."	noun		B1	/ˈæθ.liːt/	"<img src=""athlete.jpg"" />"	Some athletes can play many sports very well.	"• He became a professional athlete at the age of 16.
<br>• She has the build of an athlete."	[sound:athlete.mp3]	[sound:athlete_meaning.mp3]	[sound:athlete_example.mp3]						English::cefr-B1
behavior	behavior	"Your <span id=""word-in-definition"">behavior</span> is the way you act."	noun		B1	/bɪˈheɪ.vjɚ/	"<img src=""behavior.jpg"" />"	Their behavior was good this semester. They didn't cause trouble.	"• Her behavior is often appalling.
<br>• He was notorious for his violent and threatening behavior."	[sound:behavior.mp3]	[sound:behavior_meaning.mp3]	[sound:behavior_example.mp3]						English::cefr-B1
lower	lower	"To <span id=""word-in-definition"">lower</span> something is to make it go down."	verb		B2	/ˈloʊ.ɚ/	"<img src=""lower.jpg"" />"	The chart shows how his production has lowered over the year.	"• They lowered the coffin into the grave.
<br>• Heavily pregnant by now, she lowered herself carefully into the chair.
<br>• He lowered his eyes (= looked down) in embarrassment when he saw me."	[sound:lower.mp3]	[sound:lower_meaning.mp3]	[sound:lower_example.mp3]						English::cefr-B2
match	match	"To <span id=""word-in-definition"">match</span> is to be the same or similar."	verb		B1	/mætʃ/	"<img src=""match.jpg"" />"	The two shoes matched. They looked the same.	"• Do you think these two colours match?
<br>• Does this shirt match these trousers?
<br>• a sofa with curtains to match"	[sound:match.mp3]	[sound:match_meaning.mp3]	[sound:match_example.mp3]						English::cefr-B1
mental	mental	"If something is <span id=""word-in-definition"">mental</span>, it has to do with your mind."	adjective		B2	/-t̬əl/	"<img src=""mental.jpg"" />"	I made a mental picture of the room.	"• The family has a history of mental disorder.
<br>• A doctor was asked about the mental state of the prisoner.
<br>• She had a mental picture (= a picture in her mind) of how the house would look when they finished redecorating it."	[sound:mental.mp3]	[sound:mental_meaning.mp3]	[sound:mental_example.mp3]						English::cefr-B2
personality	personality	"Your <span id=""word-in-definition"">personality</span> is the type of person you are, shown by the way you behave, feel, and think"	noun		B2	/ˌpɝː.sənˈæl.ə.t̬i/	"<img src=""personality.jpg"" />"	John has a bad personality.	"• She has a very warm personality.
<br>• He is well qualified for the job, but he does lack personality (= he is a boring person)."	[sound:personality.mp3]	[sound:personality_meaning.mp3]	[sound:personality_example.mp3]						English::cefr-B2
poem	poem	"A <span id=""word-in-definition"">poem</span> is a short kind of writing."	noun		B1	/ˈpoʊ.əm/	"<img src=""poem.jpg"" />"	William Shakespeare wrote many poems.	"• a book of love poems
<br>• The poet recited some of her recent poems."	[sound:poem.mp3]	[sound:poem_meaning.mp3]	[sound:poem_example.mp3]						English::cefr-B1
remove	remove	"To <span id=""word-in-definition"">remove</span> something is to take it away."	verb		B1	/rɪˈmuːv/	"<img src=""remove.jpg"" />"	I removed the nail from the board.	"• The men came to remove the rubbish from the backyard.
<br>• This detergent will remove even old stains.
<br>• It got so hot that he removed his tie and jacket.
<br>• They decided to remove their son from the school."	[sound:remove.mp3]	[sound:remove_meaning.mp3]	[sound:remove_example.mp3]						English::cefr-B1
safety	safety	"<span id=""word-in-definition"">safety</span> means to be the condition of being safe and free from danger."	noun		B2	/ˈseɪf.ti/	"<img src=""safety.jpg"" />"	For his own safety, he was placed in a car seat.	"• For your (comfort and) safety, we recommend you keep your seat belt loosely fastened during the flight.
<br>• Reporters may enter the danger zone but unfortunately we cannot guarantee/assure their safety.
<br>• The crew of the ship were winched to safety by a rescue helicopter.
<br>• As the gunman opened fire, they all ran/dived for safety behind the trees.
<br>• Police are concerned for the safety of (= think that something bad might have happened to) the five-year-old.
<br>• He was led to a place of safety (= somewhere he would not be in danger, especially of being found and harmed)."	[sound:safety.mp3]	[sound:safety_meaning.mp3]	[sound:safety_example.mp3]						English::cefr-B2
shoot	shoot	"To <span id=""word-in-definition"">shoot</span> is to fire something like a bullet at someone or something."	verb		B1	/ʃuːt/	"<img src=""shoot.jpg"" />"	The hunter raised his gun to shoot at the target.	"• If he's not armed, don't shoot.
<br>• The kids were shooting arrows at a target.
<br>• She was shot three times in the head.
<br>• He has a licence to shoot pheasants on the farmer's land.
<br>• <span class=""c-grammar-use"">[ + obj + adj  ]</span> A policeman was shot deadin the city centre last night.
<br>• The troops were told to shoot to kill."	[sound:shoot.mp3]	[sound:shoot_meaning.mp3]	[sound:shoot_example.mp3]						English::cefr-B1
web	web	"A <span id=""word-in-definition"">web</span> is a home made by a spider."	noun	figurative	B1	/web/	"<img src=""web.jpg"" />"	Mom cleaned the spider webs out of the garage.	"• We watched a spider spin a web between three tall grass stems.
<br>• figurative Those involved in the fraud created an intricate web of trading companies to hide their activities."	[sound:web.mp3]	[sound:web_meaning.mp3]	[sound:web_example.mp3]						English::cefr-B1
block	block	"A <span id=""word-in-definition"">block</span> is a solid piece of wood, stone or ice."	noun		B2	/blɑːk/	"<img src=""block.jpg"" />"	I saw a block of ice on the floor.	• a block of wood/ice	[sound:block.mp3]	[sound:block_meaning.mp3]	[sound:block_example.mp3]						English::cefr-B2
cheer	cheer	"To <span id=""word-in-definition"">cheer</span> is to give a loud shout of approval or encouragement."	verb		B2	/tʃɪr/	"<img src=""cheer.jpg"" />"	The crowd all cheered when the home team won.	"• Everyone cheered as the winners received their medals.
<br>• He was cheering for the other side."	[sound:cheer.mp3]	[sound:cheer_meaning.mp3]	[sound:cheer_example.mp3]						English::cefr-B2
complex	complex	"If something is <span id=""word-in-definition"">complex</span>, it has many small parts. It is hard to understand."	adjective		B2	/kɑːmˈpleks/	"<img src=""complex.jpg"" />"	A jig-saw puzzle can be complex because it has so many pieces.	"• It's a very complex issue to which there is no straightforward answer.
<br>• The film's plot was so complex that I couldn't follow it."	[sound:complex.mp3]	[sound:complex_meaning.mp3]	[sound:complex_example.mp3]						English::cefr-B2
critic	critic	"A <span id=""word-in-definition"">critic</span> is someone who give their opinions about movies, books, plays..."	noun		B2	/ˈkrɪt̬.ɪk/	"<img src=""critic.jpg"" />"	The wine critic tasted the wine so he could give his opinion.	"• She's a film/theatre critic for the ""Irish Times"".
<br>• The play has been well received by the critics."	[sound:critic.mp3]	[sound:critic_meaning.mp3]	[sound:critic_example.mp3]						English::cefr-B2
event	event	"An <span id=""word-in-definition"">event</span> is something that happens, especially something important."	noun		B1	/ɪˈvent/	"<img src=""event.jpg"" />"	Finishing high school was a major event in his life.	"• This year's Olympic Games will be the biggest ever sporting event.
<br>• Susannah's party was the social event of the year.
<br>• The police are trying to determine the series of events that led up to the murder."	[sound:event.mp3]	[sound:event_meaning.mp3]	[sound:event_example.mp3]						English::cefr-B1
exercise	exercise	"To <span id=""word-in-definition"">exercise</span> is to run or play sports so that you can be healthy."	verb		B1	/ˈek.sɚ.saɪz/	"<img src=""exercise.jpg"" />"	You should exercise every day.	"• She exercises most evenings usually by running.
<br>• A work-out in the gym will exercise all the major muscle groups."	[sound:exercise.mp3]	[sound:exercise_meaning.mp3]	[sound:exercise_example.mp3]						English::cefr-B1
fit	fit	"If something <span id=""word-in-definition"">fit</span>s, it is small enough or the right size to go there."	verb		B1	/fɪt/	"<img src=""fit.jpg"" />"	The colorful eggs fit into the box.	"• That jacket fits you perfectly.
<br>• The dress fits like a glove (= very well).
<br>• Our new sofa doesn't fit through the door.
<br>• I don't think another desk will fit into this classroom.
<br>• My car's too big to fit in this space."	[sound:fit.mp3]	[sound:fit_meaning.mp3]	[sound:fit_example.mp3]						English::cefr-B1
friendship	friendship	"<span id=""word-in-definition"">friendship</span> is the relationship between people who are friends."	noun		B1	/ˈfrend.ʃɪp/	"<img src=""friendship.jpg"" />"	Michael and Lisa have a very strong friendship with each other.	"• Their friendship goes back to when they were at school together.
<br>• Did you form any close/lasting friendships in college?
<br>• I value her friendship above anything else."	[sound:friendship.mp3]	[sound:friendship_meaning.mp3]	[sound:friendship_example.mp3]						English::cefr-B1
lack	lack	"If there is a <span id=""word-in-definition"">lack</span> of something, there is not enough of it."	noun		B1	/læk/	"<img src=""lack.jpg"" />"	His only problem is a lack of money.	"• Her only problem is a lack of confidence.
<br>• Lack of sleep had made him irritable.
<br>• If he fails it won't be for/through lack of effort (= he has certainly tried).
<br>• We won't be going away this year - lack of funds, I'm afraid."	[sound:lack.mp3]	[sound:lack_meaning.mp3]	[sound:lack_example.mp3]						English::cefr-B1
passage	passage	"A <span id=""word-in-definition"">passage</span> is a long area with walls that goes from one place to another."	noun		B2	/ˈpæs.ɪdʒ/	"<img src=""passage.jpg"" />"	The long passage led us to the other side of the field.	"• A narrow passage led directly through the house into the garden.
<br>• The bathroom's on the right at the end of the passage."	[sound:passage.mp3]	[sound:passage_meaning.mp3]	[sound:passage_example.mp3]						English::cefr-B2
